ID1,ID2,Distance
OR210748.1,OR210617.1,0.0427235
OR210859.1,OR210591.1,0.0327372
OR210818.1,OR210542.1,0.0497888
OR210838.1,OR210640.1,0.03943
OR210929.1,OR210774.1,0.0227633
OR210881.1,OR210608.1,0.0398993
OR210781.1,OR210605.1,0.0361619
OR210799.1,OR210604.1,0.0397348
OR210748.1,OR210614.1,0.0463122
OR210764.1,OR210628.1,0.0429261
OR210818.1,OR210533.1,0.0466321
OR210859.1,OR210583.1,0.0497092
OR210903.1,OR210522.1,0.0330542
OR210838.1,OR210604.1,0.0430074
OR210929.1,OR210772.1,0.0327407
OR210781.1,OR210602.1,0.0261481
OR210881.1,OR210602.1,0.0466769
OR210748.1,OR210610.1,0.036365
OR210818.1,OR210532.1,0.0293496
OR210799.1,OR210597.1,0.036347
OR210764.1,OR210617.1,0.0495397
OR210859.1,OR210579.1,0.0326689
OR210929.1,OR210771.1,0.0260214
OR210838.1,OR210597.1,0.0394348
OR210781.1,OR210601.1,0.0465666
OR210748.1,OR210609.1,0.0360368
OR210881.1,OR210595.1,0.0362561
OR210764.1,OR210614.1,0.0394554
OR210929.1,OR210770.1,0.0328574
OR210781.1,OR210600.1,0.0432155
OR210748.1,OR210608.1,0.0293971
OR210799.1,OR210584.1,0.0363744
OR210818.1,OR210508.1,0.0432031
OR210859.1,OR210570.1,0.0496762
OR210838.1,OR210584.1,0.0395471
OR210764.1,OR210610.1,0.0363766
OR210781.1,OR210598.1,0.0432799
OR210929.1,OR210765.1,0.0428634
OR210748.1,OR210605.1,0.0461613
OR210881.1,OR210580.1,0.046857
OR210818.1,OR210499.1,0.036269
OR210764.1,OR210609.1,0.0360421
OR210859.1,OR210564.1,0.0327527
OR210781.1,OR210595.1,0.0294692
OR210929.1,OR210764.1,0.0360406
OR210748.1,OR210602.1,0.0428557
OR210881.1,OR210578.1,0.0395563
OR210764.1,OR210608.1,0.0326367
OR210838.1,OR210561.1,0.042897
OR210818.1,OR210490.1,0.0362627
OR210781.1,OR210593.1,0.0394319
OR210799.1,OR210561.1,0.0259375
OR210748.1,OR210601.1,0.0499047
OR210929.1,OR210761.1,0.0327441
OR210764.1,OR210605.1,0.0358719
OR210781.1,OR210591.1,0.0435236
OR210881.1,OR210566.1,0.0435025
OR210929.1,OR210760.1,0.0430049
OR210764.1,OR210602.1,0.0360972
OR210748.1,OR210595.1,0.0326972
OR210781.1,OR210586.1,0.0465666
OR210838.1,OR210533.1,0.0395515
OR210881.1,OR210551.1,0.0427895
OR210799.1,OR210542.1,0.0394238
OR210859.1,OR210515.1,0.0395089
OR210902.1,OR210900.1,0.0364982
OR210929.1,OR210758.1,0.0429984
OR210764.1,OR210601.1,0.0427989
OR210748.1,OR210593.1,0.0426799
OR210838.1,OR210532.1,0.0498286
OR210781.1,OR210580.1,0.0471659
OR210881.1,OR210536.1,0.0471334
OR210799.1,OR210533.1,0.0294649
OR210902.1,OR210891.1,0.0464654
OR210859.1,OR210511.1,0.0428982
OR210929.1,OR210756.1,0.0328638
OR210764.1,OR210600.1,0.0463498
OR210748.1,OR210591.1,0.0396633
OR210781.1,OR210579.1,0.0468521
OR210838.1,OR210526.1,0.035866
OR210881.1,OR210529.1,0.0499529
OR210817.1,OR210797.1,0.0227479
OR210799.1,OR210532.1,0.0261224
OR210902.1,OR210885.1,0.0433717
OR210764.1,OR210598.1,0.0463129
OR210929.1,OR210751.1,0.0260214
OR210859.1,OR210500.1,0.0499785
OR210781.1,OR210578.1,0.0330652
OR210748.1,OR210585.1,0.0495659
OR210881.1,OR210528.1,0.0465504
OR210838.1,OR210519.1,0.0429975
OR210929.1,OR210750.1,0.0129172
OR210764.1,OR210595.1,0.0394304
OR210799.1,OR210526.1,0.0426564
OR210859.1,OR210498.1,0.0395048
OR210902.1,OR210873.1,0.0397007
OR210781.1,OR210575.1,0.0438874
OR210748.1,OR210580.1,0.0428794
OR210881.1,OR210524.1,0.0465594
OR210929.1,OR210748.1,0.029277
OR210764.1,OR210593.1,0.0358728
OR210817.1,OR210763.1,0.0294238
OR210838.1,OR210508.1,0.0429975
OR210902.1,OR210872.1,0.0294683
OR210799.1,OR210519.1,0.0328962
OR210748.1,OR210579.1,0.0429893
OR210781.1,OR210571.1,0.047186
OR210859.1,OR210492.1,0.0430118
OR210929.1,OR210746.1,0.0330642
OR210764.1,OR210591.1,0.0396749
OR210817.1,OR210762.1,0.0358715
OR210881.1,OR210507.1,0.0471227
OR210838.1,OR210499.1,0.0429407
OR210748.1,OR210578.1,0.0292137
OR210902.1,OR210861.1,0.0329874
OR210781.1,OR210570.1,0.0394319
OR210859.1,OR210491.1,0.0465741
OR210799.1,OR210508.1,0.0328962
OR210764.1,OR210589.1,0.0499084
OR210929.1,OR210740.1,0.0261219
OR210881.1,OR210503.1,0.0396697
OR210817.1,OR210754.1,0.0393948
OR210748.1,OR210575.1,0.0394658
OR210838.1,OR210490.1,0.0430272
OR210902.1,OR210855.1,0.04958
OR210781.1,OR210566.1,0.0366131
OR210929.1,OR210739.1,0.030092
OR210764.1,OR210586.1,0.0427989
OR210881.1,OR210502.1,0.043282
OR210799.1,OR210501.1,0.0499393
OR210859.1,OR210482.1,0.0396894
OR210748.1,OR210572.1,0.0463028
OR210781.1,OR210564.1,0.0366049
OR210764.1,OR210585.1,0.0426834
OR210902.1,OR210843.1,0.04634
OR210881.1,OR210500.1,0.0466079
OR210799.1,OR210499.1,0.0260839
OR210748.1,OR210571.1,0.0498907
OR210838.1,OR210465.1,0.0499873
OR210859.1,OR210478.1,0.0466181
OR210781.1,OR210562.1,0.0430659
OR210902.1,OR210842.1,0.0429904
OR210764.1,OR210580.1,0.0428874
OR210881.1,OR210496.1,0.0362337
OR210748.1,OR210570.1,0.0426799
OR210817.1,OR210701.1,0.0327926
OR210859.1,OR210477.1,0.0226811
OR210799.1,OR210490.1,0.032833
OR210902.1,OR210841.1,0.0396966
OR210764.1,OR210579.1,0.0364275
OR210781.1,OR210551.1,0.0294875
OR210881.1,OR210492.1,0.0464715
OR210929.1,OR210686.1,0.0360399
OR210748.1,OR210566.1,0.0328592
OR210859.1,OR210474.1,0.0430136
OR210817.1,OR210691.1,0.0462283
OR210764.1,OR210578.1,0.0292155
OR210781.1,OR210549.1,0.0396726
OR210881.1,OR210491.1,0.0465569
OR210902.1,OR210833.1,0.0431406
OR210929.1,OR210683.1,0.0363734
OR210748.1,OR210564.1,0.0465619
OR210859.1,OR210473.1,0.0463979
OR210764.1,OR210575.1,0.0394731
OR210781.1,OR210547.1,0.0497419
OR210881.1,OR210489.1,0.043263
OR210929.1,OR210680.1,0.0432273
OR210748.1,OR210562.1,0.0463363
OR210799.1,OR210465.1,0.0396718
OR210902.1,OR210821.1,0.0328131
OR210817.1,OR210656.1,0.0362135
OR210859.1,OR210464.1,0.0259762
OR210781.1,OR210546.1,0.0396726
OR210764.1,OR210570.1,0.0358728
OR210881.1,OR210478.1,0.0362539
OR210929.1,OR210671.1,0.0468755
OR210748.1,OR210551.1,0.0391437
OR210817.1,OR210645.1,0.0427716
OR210781.1,OR210540.1,0.0395012
OR210764.1,OR210566.1,0.0193316
OR210881.1,OR210472.1,0.0468467
OR210748.1,OR210549.1,0.0495459
OR210902.1,OR210799.1,0.0400396
OR210781.1,OR210539.1,0.0432237
OR210764.1,OR210564.1,0.0395026
OR210929.1,OR210657.1,0.0361855
OR210881.1,OR210466.1,0.0397386
OR210817.1,OR210621.1,0.036643
OR210859.1,OR210430.1,0.0432422
OR210748.1,OR210546.1,0.0495459
OR210902.1,OR210795.1,0.049974
OR210781.1,OR210536.1,0.0336796
OR210764.1,OR210562.1,0.0393562
OR210929.1,OR210652.1,0.0395602
OR210881.1,OR210459.1,0.0434993
OR210859.1,OR210429.1,0.0432422
OR210902.1,OR210794.1,0.0397054
OR210748.1,OR210540.1,0.0394928
OR210781.1,OR210534.1,0.0399187
OR210929.1,OR210639.1,0.0465176
OR210764.1,OR210551.1,0.0459645
OR210881.1,OR210441.1,0.0328879
OR210817.1,OR210531.1,0.0328303
OR210748.1,OR210536.1,0.0363603
OR210929.1,OR210638.1,0.0227074
OR210781.1,OR210529.1,0.0430061
OR210764.1,OR210549.1,0.0495516
OR210881.1,OR210436.1,0.0399036
OR210798.1,OR210665.1,0.0395096
OR210902.1,OR210773.1,0.0431223
OR210748.1,OR210534.1,0.0428207
OR210817.1,OR210523.1,0.0261076
OR210781.1,OR210528.1,0.0468411
OR210929.1,OR210634.1,0.0194637
OR210764.1,OR210547.1,0.0460274
OR210881.1,OR210435.1,0.0399036
OR210858.1,OR210856.1,0.0325607
OR210902.1,OR210767.1,0.0463392
OR210748.1,OR210529.1,0.0394002
OR210781.1,OR210524.1,0.0396714
OR210929.1,OR210628.1,0.0261107
OR210817.1,OR210512.1,0.0432556
OR210798.1,OR210612.1,0.0328556
OR210764.1,OR210546.1,0.0495516
OR210881.1,OR210434.1,0.0464671
OR210748.1,OR210528.1,0.0359947
OR210902.1,OR210757.1,0.0466894
OR210858.1,OR210848.1,0.0326362
OR210781.1,OR210515.1,0.0363627
OR210929.1,OR210617.1,0.0394441
OR210881.1,OR210430.1,0.0328909
OR210764.1,OR210540.1,0.0292953
OR210748.1,OR210524.1,0.0359992
OR210902.1,OR210753.1,0.039617
OR210781.1,OR210514.1,0.0428891
OR210929.1,OR210614.1,0.0363784
OR210881.1,OR210429.1,0.0328909
OR210764.1,OR210536.1,0.0430112
OR210781.1,OR210513.1,0.0429958
OR210902.1,OR210749.1,0.0430098
OR210748.1,OR210516.1,0.0393291
OR210798.1,OR210569.1,0.0327536
OR210881.1,OR210428.1,0.0396676
OR210929.1,OR210610.1,0.0333197
OR210817.1,OR210462.1,0.0227479
OR210764.1,OR210534.1,0.0428291
OR210781.1,OR210511.1,0.0464935
OR210748.1,OR210515.1,0.032691
OR210902.1,OR210745.1,0.0467613
OR210929.1,OR210609.1,0.0328931
OR210798.1,OR210555.1,0.0396981
OR210817.1,OR210455.1,0.0498384
OR210748.1,OR210514.1,0.046157
OR210781.1,OR210507.1,0.0401829
OR210764.1,OR210529.1,0.0328059
OR210929.1,OR210608.1,0.0262941
OR210748.1,OR210513.1,0.0462175
OR210781.1,OR210503.1,0.0398976
OR210764.1,OR210528.1,0.0292936
OR210858.1,OR210804.1,0.0259372
OR210817.1,OR210438.1,0.019377
OR210798.1,OR210522.1,0.0365965
OR210902.1,OR210672.1,0.0397007
OR210929.1,OR210605.1,0.0363667
OR210748.1,OR210511.1,0.0427529
OR210781.1,OR210502.1,0.0297995
OR210880.1,OR210868.1,0.0096385
OR210764.1,OR210524.1,0.0291908
OR210929.1,OR210602.1,0.0328944
OR210748.1,OR210507.1,0.0363553
OR210781.1,OR210500.1,0.0330799
OR210880.1,OR210860.1,0.0296366
OR210798.1,OR210497.1,0.0395019
OR210902.1,OR210640.1,0.0431406
OR210835.1,OR210831.1,0.0363697
OR210929.1,OR210601.1,0.0468255
OR210748.1,OR210503.1,0.0292708
OR210781.1,OR210498.1,0.0435175
OR210764.1,OR210515.1,0.0393592
OR210835.1,OR210828.1,0.0429868
OR210929.1,OR210600.1,0.0432843
OR210902.1,OR210604.1,0.046627
OR210798.1,OR210449.1,0.0363898
OR210816.1,OR210814.1,0.0471307
OR210748.1,OR210502.1,0.0396688
OR210781.1,OR210496.1,0.0295785
OR210858.1,OR210703.1,0.0359332
OR210835.1,OR210825.1,0.0432289
OR210764.1,OR210511.1,0.0496994
OR210929.1,OR210598.1,0.0431437
OR210902.1,OR210597.1,0.0429918
OR210748.1,OR210500.1,0.0360029
OR210816.1,OR210809.1,0.04323
OR210781.1,OR210492.1,0.0327306
OR210858.1,OR210702.1,0.0392141
OR210835.1,OR210820.1,0.0499242
OR210929.1,OR210595.1,0.0362595
OR210764.1,OR210507.1,0.0294014
OR210748.1,OR210498.1,0.0468826
OR210781.1,OR210491.1,0.0360456
OR210858.1,OR210699.1,0.049601
OR210816.1,OR210796.1,0.0399169
OR210929.1,OR210593.1,0.0394965
OR210880.1,OR210690.1,0.0329329
OR210748.1,OR210496.1,0.0226278
OR210835.1,OR210807.1,0.0396886
OR210764.1,OR210503.1,0.0226399
OR210781.1,OR210489.1,0.0363798
OR210902.1,OR210561.1,0.0394559
OR210858.1,OR210696.1,0.0392664
OR210929.1,OR210591.1,0.0365973
OR210816.1,OR210785.1,0.0475171
OR210748.1,OR210492.1,0.035934
OR210764.1,OR210502.1,0.0327087
OR210880.1,OR210676.1,0.0229092
OR210835.1,OR210796.1,0.0361275
OR210781.1,OR210482.1,0.043282
OR210797.1,OR210763.1,0.0327232
OR210929.1,OR210589.1,0.043204
OR210816.1,OR210784.1,0.0399348
OR210748.1,OR210491.1,0.0393166
OR210764.1,OR210500.1,0.0395488
OR210781.1,OR210480.1,0.0399271
OR210902.1,OR210533.1,0.0433929
OR210797.1,OR210762.1,0.0392572
OR210929.1,OR210586.1,0.0468255
OR210835.1,OR210785.1,0.0432322
OR210816.1,OR210782.1,0.0463975
OR210748.1,OR210489.1,0.032695
OR210764.1,OR210498.1,0.03969
OR210781.1,OR210478.1,0.0294678
OR210902.1,OR210532.1,0.0464583
OR210929.1,OR210585.1,0.0326972
OR210797.1,OR210754.1,0.042769
OR210858.1,OR210662.1,0.0394886
OR210835.1,OR210781.1,0.0396947
OR210880.1,OR210637.1,0.039542
OR210816.1,OR210775.1,0.046845
OR210748.1,OR210482.1,0.0465555
OR210764.1,OR210496.1,0.0259699
OR210781.1,OR210473.1,0.0432374
OR210902.1,OR210526.1,0.0494753
OR210929.1,OR210580.1,0.033058
OR210816.1,OR210774.1,0.0330588
OR210835.1,OR210775.1,0.0428294
OR210748.1,OR210478.1,0.0259361
OR210781.1,OR210472.1,0.0405458
OR210764.1,OR210492.1,0.0292483
OR210929.1,OR210579.1,0.0399035
OR210902.1,OR210519.1,0.0467747
OR210835.1,OR210774.1,0.0429944
OR210816.1,OR210771.1,0.0435127
OR210858.1,OR210642.1,0.0460874
OR210781.1,OR210471.1,0.0399265
OR210748.1,OR210473.1,0.039465
OR210764.1,OR210491.1,0.0325103
OR210929.1,OR210578.1,0.0194854
OR210797.1,OR210701.1,0.0361433
OR210835.1,OR210772.1,0.046845
OR210880.1,OR210590.1,0.0294574
OR210902.1,OR210508.1,0.0467747
OR210816.1,OR210765.1,0.0465712
OR210748.1,OR210472.1,0.0361479
OR210781.1,OR210466.1,0.0333277
OR210764.1,OR210489.1,0.0259378
OR210929.1,OR210575.1,0.0298178
OR210835.1,OR210771.1,0.0395063
OR210858.1,OR210629.1,0.0427627
OR210797.1,OR210691.1,0.0497547
OR210748.1,OR210471.1,0.0495702
OR210902.1,OR210501.1,0.049972
OR210816.1,OR210760.1,0.0465697
OR210781.1,OR210459.1,0.0227367
OR210929.1,OR210572.1,0.0363649
OR210764.1,OR210482.1,0.0394984
OR210835.1,OR210765.1,0.0360074
OR210880.1,OR210560.1,0.00319837
OR210902.1,OR210499.1,0.0328087
OR210748.1,OR210466.1,0.0292935
OR210858.1,OR210622.1,0.0429077
OR210816.1,OR210756.1,0.0435629
OR210929.1,OR210571.1,0.0468065
OR210835.1,OR210764.1,0.0497507
OR210764.1,OR210478.1,0.0259379
OR210781.1,OR210441.1,0.0330588
OR210748.1,OR210464.1,0.0430183
OR210880.1,OR210550.1,0.036725
OR210902.1,OR210490.1,0.0398402
OR210858.1,OR210620.1,0.0361655
OR210797.1,OR210656.1,0.0327574
OR210929.1,OR210570.1,0.0394965
OR210816.1,OR210751.1,0.0435127
OR210835.1,OR210761.1,0.0464004
OR210764.1,OR210474.1,0.0498469
OR210781.1,OR210436.1,0.0330642
OR210748.1,OR210459.1,0.0394689
OR210858.1,OR210618.1,0.0326335
OR210816.1,OR210750.1,0.0365903
OR210929.1,OR210566.1,0.0297867
OR210835.1,OR210760.1,0.0497519
OR210797.1,OR210645.1,0.0461959
OR210764.1,OR210473.1,0.0325838
OR210781.1,OR210435.1,0.0330642
OR210902.1,OR210465.1,0.0467747
OR210816.1,OR210748.1,0.0399163
OR210929.1,OR210564.1,0.0435025
OR210858.1,OR210613.1,0.029345
OR210748.1,OR210443.1,0.0494435
OR210835.1,OR210756.1,0.0360102
OR210764.1,OR210472.1,0.042884
OR210781.1,OR210434.1,0.0466055
OR210816.1,OR210746.1,0.0432896
OR210880.1,OR210486.1,0.0229886
OR210929.1,OR210562.1,0.0432279
OR210858.1,OR210611.1,0.0394393
OR210797.1,OR210621.1,0.033084
OR210748.1,OR210441.1,0.0363553
OR210835.1,OR210751.1,0.0395063
OR210781.1,OR210430.1,0.0261481
OR210880.1,OR210484.1,0.0129342
OR210764.1,OR210466.1,0.0292969
OR210816.1,OR210740.1,0.0438576
OR210929.1,OR210551.1,0.0358866
OR210835.1,OR210750.1,0.0396886
OR210748.1,OR210436.1,0.0293989
OR210781.1,OR210429.1,0.0261481
OR210764.1,OR210464.1,0.0430434
OR210816.1,OR210739.1,0.0402026
OR210929.1,OR210549.1,0.0463174
OR210880.1,OR210468.1,0.0466662
OR210858.1,OR210594.1,0.0292394
OR210748.1,OR210435.1,0.0293989
OR210835.1,OR210746.1,0.0328115
OR210781.1,OR210428.1,0.0328358
OR210764.1,OR210459.1,0.032586
OR210816.1,OR210700.1,0.0468755
OR210797.1,OR210531.1,0.0362658
OR210929.1,OR210547.1,0.0499101
OR210880.1,OR210446.1,0.036257
OR210901.1,OR210847.1,0.00959473
OR210748.1,OR210434.1,0.0359325
OR210835.1,OR210740.1,0.0468361
OR210929.1,OR210546.1,0.0463174
OR210797.1,OR210523.1,0.0294446
OR210816.1,OR210686.1,0.0465605
OR210748.1,OR210430.1,0.0226386
OR210835.1,OR210739.1,0.0432589
OR210764.1,OR210443.1,0.0426115
OR210929.1,OR210540.1,0.0396603
OR210816.1,OR210683.1,0.0399099
OR210858.1,OR210563.1,0.0327674
OR210797.1,OR210512.1,0.0396967
OR210748.1,OR210429.1,0.0226386
OR210764.1,OR210441.1,0.036365
OR210929.1,OR210539.1,0.0429954
OR210816.1,OR210675.1,0.0468755
OR210748.1,OR210428.1,0.0360406
OR210858.1,OR210558.1,0.0227402
OR210835.1,OR210700.1,0.0428003
OR210797.1,OR210462.1,0.026085
OR210879.1,OR210873.1,0.0394258
OR210929.1,OR210536.1,0.0333131
